飞行速度,图片,研发单位,乘员,简介,最大航程,发动机,生产单位,发动机数量,大类,类型,产国,退役时间,空重,翼展,最大飞行速度,名称,_id,首飞时间,关注度,机高,服役时间,最大起飞重量,气动布局,机长
亚音速,http://images.huanqiu.com/sarons/2013/07/6806c922e643c9f4a04f7d7aa27f5260.jpg,比奇飞机公司,2人,"
比奇T-34“导师”是双座单发初级教练机，是一款由美国比奇航空器35型机“富豪”衍生而来的单引擎螺旋桨军用教练机；1940年代出产的早期机型使用传统气缸发动机，自T-34C开始改用涡轮螺旋桨喷射发动机。自1940年代末期、1950年代初期问世以来，T-34持续在许多国家服役。
",1238千米,大陆O-470-13,NULL,单发,飞行器,教练机,美国,NULL,932千克,10.01米,302千米每小时,比奇T-34“导师”教练机,{'$oid': '5cc930dc831b973d657f113a'},1948年10月2日,NULL,3.04米,1953年,1315千克,平直翼,7.87米
亚音速,http://images.huanqiu.com/sarons/2013/07/432f9e90ac804206dc40c6554ffa7881.jpg,寇蒂斯公司,2人,"
飞机制造的先驱者寇蒂斯公司为美国陆军和海军制造的少量早期推进式双翼机没有被公司命名，因此被通称为“推进者”。寇蒂斯“推进者”是双座单发双翼／水上教练机。
",437千米,寇蒂斯V-8发动机,NULL,单发,飞行器,教练机,美国,NULL,420千克,11.27米,96千米每小时,A-1“推进者”,{'$oid': '5cc930dc831b973d657f113b'},1911年7月1日,NULL,2.46米,NULL,714千克,双翼,8.75米
亚音速,http://images.huanqiu.com/sarons/2013/07/4700e7548b09d684e2b2397293d79821.jpg,索科公司,2人,"
G-4 ”超海鸥“是一种单引擎，双座高级喷气式教练机和轻型对地攻击机。“超海鸥”在研制过程中就瞄准了世界先进水平。它的发动机仍是英国罗·罗公司的“蝮蛇”，但却是该系列的最新型号632型，推力达到17.78千牛。最大飞行速度也提高到910千米/小时，爬升率为30米/秒，这些数据在70年代还是相当优秀的。不过它的缺点也和“海鸥”一样，无法携带导弹，自卫能力相当薄弱。
",1300千米,一台罗尔斯•罗伊斯ViPer 632涡轮喷气发动机,NULL,双发,飞行器,教练机,波黑,NULL,3250千克,9.9米,306千米每小时,SOKO G-4“超海鸥” 喷气式武装教练机,{'$oid': '5cc930dd831b973d657f113c'},1978年7月17日,NULL,4.3米,NULL,6330千克,后掠翼,12.2米
亚音速,http://images.huanqiu.com/sarons/2013/07/e47c0d2cd5f66e0e134bd26c844e92ea.jpg,NULL,2人,"
雅克-130教练机，是专门为俄罗斯空军设计研发的一种高级教练机。在为期32分钟的首飞试验过程中，验证了该机的稳定性和灵敏性，并且所有的系统均成功通过了试验。就飞机性能而言，“雅克-130”教练战斗机超过了国外同类飞机，可以在现代战斗机所能遇到的所有飞行状态下飞行，利用这种教练机训练的飞行员可以驾驶多种战斗机。
",2000千米,两台ZMKB Progess AI-222-25(DV-2S/RD-35)涡轮风扇发动机,NULL,双发,飞行器,教练机,意大利,NULL,4600千克,9.7米,1060千米每小时,雅克-130 高级教练机,{'$oid': '5cc930dd831b973d657f113d'},1996年4月25日（雅克130D）,NULL,4.8米,NULL,9000千克,后掠翼,11.5米
亚音速,http://images.huanqiu.com/sarons/2013/08/37e9e502b2d0dd35174f14a41edd7e57.jpg,寇蒂斯公司,2人,NULL,400千米,寇蒂斯OX-5发动机发动机,NULL,单发,飞行器,教练机,美国,NULL,717千克,13.31米,120千米每小时,JN-4“詹尼”,{'$oid': '5cc930dd831b973d657f113e'},1916年初,NULL,2.77米,NULL,966千克,双翼,8.34米
亚音速,http://images.huanqiu.com/sarons/2013/07/23fcb3295d02210caae33a702d966cd5.jpg,波音公司,2人,NULL,480千米,劳伦斯J-1发动机,NULL,单发,飞行器,教练机,美国,NULL,969千克,11米,159千米每小时,NB-1双座双翼初级教练机,{'$oid': '5cc930dd831b973d657f113f'},1924年年初,NULL,3.59米,1924年12月,1287千克,双翼,8.8米
亚音速,http://images.huanqiu.com/sarons/2013/07/ef442cc2b27ab7dc314a4fbac66874a1.jpg,斯林斯贝航空公司,2人,"
现在的T67系列教练机是最初的T67A木制飞机的复合材料版，而T67A则是1980年首飞的福尼尔RF6B飞机的授权制造机型。第一架T67M军用改型于1982年12月5日试飞，该机型具有多种发动机配置。在英国，T67M用于军事训练，但由民间所有和运营。截至1999年，T67教练机一共制造了265架。2001年，约旦订购了16架T67M-260。
",753千米,一台达信•莱卡明AEIO-540-D4A4活塞发动机,NULL,双发,飞行器,教练机,英国,NULL,794千克,10.6米,361千米每小时,T67 “萤火虫”基础教练机,{'$oid': '5cc930dd831b973d657f1140'},1982年12月5日,NULL,2.4米,NULL,NULL,平直翼,7.6米
亚音速,http://images.huanqiu.com/sarons/2013/07/39d240b1ca8455cc8bf21139263ea34d.jpg,NULL,2人,"
EMB-312是巴西航空工业公司为巴西空军研制的初级教练机(编号T-27)，用来取代T-34C教练机。“巨嘴鸟”于1978年1月开始设计，同年12月6日巴西航空工业公司与巴西航空部研究发展局签订生产两架原型机和两架用于静力和疲劳试验的机体的合同。
",1916千米,一台普-惠 PT6A-25C涡轮螺旋桨发动机,巴西航空工业公司,单发,飞行器,教练机,巴西,NULL,1810千克,11.14米,458千米每小时,EMB-312 “巨嘴鸟”教练机,{'$oid': '5cc930de831b973d657f1141'},1980年8月16日,NULL,3.4米,1983年,3175千克,平直翼,9.86米
亚音速,http://images.huanqiu.com/sarons/2013/07/3cfcb5b6367ae9acff50c0b1a744789c.jpg,美国麦·道公司和英国航宇公司,2人,"
T-45是美国麦·道公司和英国航宇公司在“鹰”式教练/攻击机基础上根据美国海军的要求研制的高级教练机，用以取代过时的T-2C“橡树”和TA-4J“空中之鹰”教练机。
",1288千米,一台罗尔斯•罗伊斯/透博梅卡•阿杜尔涡轮风扇发动机,NULL,双发,飞行器,教练机,美国,NULL,4060千克,9.4米,1065千米每小时,T-45“苍鹰”中级/高级喷气教练机,{'$oid': '5cc930de831b973d657f1142'},1988年4月16日,NULL,4.3米,1997年,6387千克,后掠翼,12米
亚音速,http://images.huanqiu.com/sarons/2013/08/33ad93f3022f693c60d224b21e6e44ac.jpg,NULL,2人,1953年末，洛克希德改进了TO/TV-2的设计。新型号后部座舱加高以改善视界，同时还在机翼上安装了前缘襟翼和后缘机翼，并采用边界层控制技术以降低失速速度，改善了起降性能使之适合在航母上使用，发动机也换成了推力更大的J33-A-24。新飞机于1953年12月16日首飞后被命名为为T2V-1“海星”，首批150架飞机于1956年开始交付。,1552千米,阿里逊J33-A-24发动机,NULL,双发,飞行器,教练机,美国,20世纪70年代初,5427千克,12.83米,928千米每小时,T2V/T-1“海星”,{'$oid': '5cc930de831b973d657f1143'},1953年12月16日,NULL,4.08米,NULL,7167千克,平直翼,11.7米
亚音速,http://images.huanqiu.com/sarons/2013/07/13661af96d9c11ed4c07f03722e273d9.jpg,南昌飞机制造公司,2人,"
初教-6串列双座螺旋桨教练机，长期服役于我国空军及地方航校，至今仍然是我国初级教练机的主力。初教-6由南昌飞机制造公司研制，1957年7月开始设计，次年8月原型机首飞，1962年1月定型并生产5架原型机，使用捷克斯洛伐克的AI-14P道里斯B发动机和配套螺旋桨。半年后批量生产，批量生产型号改用活塞-6星型气冷9缸(HS-6)发动机，额定功率198.5千瓦，配“奋发”-530自动变距双叶全金属螺旋桨。
",690千米,一台株洲(SMPMC)HS6A星形发动机,NULL,单发,飞行器,教练机,中国,NULL,1095千克,10.2米,285千米每小时,初教-6A基础教练机,{'$oid': '5cc930de831b973d657f1144'},1958年8月,NULL,3.2米,NULL,1400千克,平直翼,8.5米
亚音速,http://images.huanqiu.com/sarons/2013/08/7283213ade6fa0a2d309ac35bffd323f.jpg,洛克希德公司,2人,NULL,1760千米,阿里逊J33-A-35发动机,NULL,单发,飞行器,教练机,美国,NULL,3667千克,11.85米,869千米每小时,T-33/TV-2 ,{'$oid': '5cc930de831b973d657f1145'},1948年3月22日（TF-80C）,NULL,3.55米,NULL,6551千克,平直翼,11.48米
亚音速,http://images.huanqiu.com/sarons/2013/08/a7cca5ff844507fd6a497cca8e174cfb.jpg,NULL,2人,NULL,1600千米,莱特R-2300-1发动机,北美航空公司,单发,飞行器,教练机,美国,1994年（菲律宾空军）,2318千克,12.22米,453千米每小时,北美T-28 “特洛伊人/游牧民”,{'$oid': '5cc930de831b973d657f1146'},1949年9月26日,NULL,8.36米,NULL,2887千克,平直翼,9.75米
亚音速,http://images.huanqiu.com/sarons/2013/07/23594de2235e69d5ec0527e75a69be5e.jpg,俄罗斯米格飞机公司 ,2人,"
米格-AT是俄罗斯米高杨设计局和法国斯耐克公司等联合研制的高级教练机，由俄罗斯米高杨设计局负责全机的制作与组装、系统整合与后勤支援，另外RSK公司负责销售，斯耐克公司提供发动机，塞克斯塔公司提供航电系统。双方为能共创双赢，俄方出资68%，法方出资32%。

俄罗斯空军计划用米格-AT取代现在正在服役的L-29和L-39“信天翁”教练机。米格-AT于20世纪80年代末开始设计，1992年法国公司参与合作。1996年3月21日米格-AT原型机进行了首次试飞。目前该机已进入试生产阶段。
",2000千米,两台SNECMA拉扎克04-R-20涡扇发动机,NULL,NULL,飞行器,教练机,苏/俄,NULL,4610千克,10.16米,1000千米每小时,米格-AT 高级教练机,{'$oid': '5cc930de831b973d657f1147'},1996年3月21日（米格原型机）,NULL,4.01米,NULL,8300千克,NULL,12.01米
亚音速,http://images.huanqiu.com/sarons/2013/08/2ab66adfa01846a73d9a60f08204765b.jpg,NULL,2人,"
诺斯罗普T-38“禽爪”是一种双座，双引擎超音速喷气式教练机。它是世界上第一架超音速教练机。美国空军（USAF）是T-38最大的运营商。在除了美国空军飞行员培训以外，T-38也服役于美国航空航天局。
",1761千米,两台通用电气J85-GF-5发动机,美国诺斯罗普公司,NULL,飞行器,教练机,美国,1993（葡萄牙空军 ）,3254千克,7.7米,1381千米每小时,T-38“禽爪” 高级教练机,{'$oid': '5cc930de831b973d657f1148'},1959年4月10日,NULL,3.92米,1961年3月17日,5465千克,后掠翼,14.14米
亚音速,http://images.huanqiu.com/sarons/2013/08/bd15fbe1dc78bdd4a6f131941ecd8ca6.jpg,美国比奇公司（现在是雷声公司的子公司）,2人,NULL,1642千米,普-惠“加拿大”PT6A-68发动机,NULL,NULL,飞行器,教练机,美国,NULL,2135千克,10.12米,573千米每小时,T-6A“德克萨斯人II”,{'$oid': '5cc930df831b973d657f1149'},1995年7月15日,NULL,3.29米,NULL,2948千克,平直翼,10.17米
亚音速,http://images.huanqiu.com/sarons/2013/08/a708d7d1be5a707dd74f8078eaefe60e.jpg,塞斯纳公司,7人,"
塞斯纳公司的“短尾猫”是该公司的第一种双发飞机，它是为民用市场设计的五座飞机。原型机起飞后的12个月内，“短尾猫”已被加拿大皇家空军选中，用作训练从驾驶单发飞机改为驾驶双发飞机的飞行员的过渡教练机。大约550架“美洲鹤（Crane）”1A（英联邦命名）通过《租借法案》供应给“英联邦联合飞行训练计划”。1940年，美国海军也购买了33架“短尾猫”用于实战评估（命名为AT-8），之后订购了450架。这种教练机被命名为AT-17，被分批订购了223架（AT-17A）、466架（AT-17B）和60架（AT-17C），每一批的配置都有一些不同。1942年，美国陆军航空兵把塞斯纳定位成轻型运输机，一共购买了1287架C-78（后来的UC-78）“短尾猫”，剩余的2100架AT-17C／DS也于1942年末按运输机的配置完成改造。后来，美国海军把67架（命名为JRC-0）用于运送驾驶员。
",1207千米,两台雅各布斯R-755-9发动机,NULL,双发,飞行器,教练机,美国,NULL,1580千克,12.78米,314千米每小时,AT-8/17/UC-78“短尾猫”,{'$oid': '5cc930df831b973d657f114a'},1939年（民用型T-50）,NULL,3.02米,NULL,2585千克,平直翼,9.98米
亚音速,http://images.huanqiu.com/sarons/2013/08/bf0b2c436cc4032b7090bda32e8e78d5.jpg,塞斯纳公司,5人,"
仅于20世纪80年代在美国海军中短期服役的T-47A“奖状II”被认为特别适合作为F-14“雄猫（Tomcat）”的海战指挥官的雷达领航和空运雷达截击教练机。美国海军购买了15架商用“奖状II”的改型来替代先前执行此种角色的T-39D“佩刀客机（Sabreliner）”。对“奖状II”的修改包括：配备了一部APQ-159机头雷达，这是F-14的AWG-9系统的模拟版，缩短了机翼并且安装了普-惠“加拿”JTl5D-5发动机。第一架T-47A于1984年2月15日完成了它的处女航。UC-35A/B/C是以“奖状II”为基础的要员运输机。
",3151千米,两台普-惠“加拿大”JTl5D-5发动机,NULL,双发,飞行器,教练机,美国,NULL,4098千克,14.18米,779千米每小时,T-47/UC-35“奖状”,{'$oid': '5cc930df831b973d657f114b'},1969年9月15日（500型“奖状”）,NULL,4.51米,NULL,6804千克,后掠翼,8.92米
亚音速,http://images.huanqiu.com/sarons/2013/08/e13c7dc3c1246631e90e4bfc78d99cd7.jpg,NULL,4人,NULL,990千米,泰莱达因-大陆IO-30O-C发动机,NULL,单发,飞行器,教练机,美国,1997年,565千克,10.86米,224千米每小时,T-41“梅斯卡勒罗人”,{'$oid': '5cc930e0831b973d657f114c'},1955年11月（172型）,NULL,2.68米,1964年,1043千克,平直翼,8.2米
亚音速,NULL,卡尔弗公司,1人,"
卡尔弗A-8是为防空射击打斗训练而研制的，它以该公司成功的民用飞机LCA“军校生（Cadet）”为蓝本。在该机型出现以前，美国陆军的机枪手们不得不通过向被拖船机拖到一定距离的浮标射击的方式做练习。
",672千米,大陆O-200-1发动机,NULL,单发,飞行器,教练机,美国,NULL,327千克,8.2米,187千米每小时,A-8/PQ-8/TOC-2,{'$oid': '5cc930e1831b973d657f114d'},1940年,NULL,1.68米,NULL,592千克,后掠翼,5.38米
亚音速,NULL,NULL,5人,"
仙童AT-21“机枪手”是美国在二战期间专用的轰炸机队教练机，旨在培养陆军航空部队炮塔射击经验，训练所有轰炸机机组成员或轰炸机瞄准手。
",1464千米,两台兰格V-1770-15发动机,美国仙童公司,双发,飞行器,教练机,美国,1944年,3925千克,16.05米,362千米每小时,AT-21“机枪手”,{'$oid': '5cc930e1831b973d657f114e'},1941年,NULL,4米,1943年,5120千克,平直翼,11.58米
亚音速,http://images.huanqiu.com/sarons/2013/08/0a42fc92771f817a1b95cbcfdc6f10e2.jpg,北美航空公司,2人,NULL,1006千米,普-惠R-1340-49“黄蜂”发动机,NULL,单发,飞行器,教练机,美国,NULL,1769千克,12.8米,336千米每小时,BC/AT-6/SNJ“德克萨斯人”,{'$oid': '5cc930e1831b973d657f114f'},1936年4月（NA-26）,NULL,3.58米,NULL,2338千克,平直翼,8.83米
亚音速,http://images.huanqiu.com/sarons/2013/08/29256fda714550d7330fc7b9f3ccb335.jpg,北美公司,10人,"
T-39是北美公司为了满足美国空军于1956年发布的“无须定制”通用和战备教练机招标自担风险开发的。尽管有8家公司提交方案参与竞标，北美公司的NA246“佩刀客”却是唯一一种以原型机的形式试飞（从1958年9月16日起）的飞机，随后，美国空军通知北美公司他们已经赢得了比赛。一共为美国空军生产了143架T-39A，6架T-39B和3架T-39F。尽管美国空军的最后一批“佩刀客”已于2002年退役，海军的“佩刀客”至今仍有大约30架在使用中。
",3519千米,两台普-惠JTl2A-8发动机,NULL,单发,飞行器,教练机,美国,NULL,4488千克,13.53米,907千米每小时,T-39 “佩刀客”,{'$oid': '5cc930e1831b973d657f1150'},1958年9月16日,NULL,4.88米,NULL,8319千克,后掠翼,13.34米
亚音速,http://images.huanqiu.com/sarons/2013/08/b1c037954c863dc609ba393d4fcbe6ea.jpg,NULL,2人,"
结合了北美航空公司很多早期飞机的特点的一架服务于本国海军以及学员的优秀教练机。该机于1959年服役，在2008年被T-45苍鹰教练机I所取代。
",1685千米,两台通用电气J85-GE-4发动机,北美航空公司,单发,飞行器,教练机,美国,NULL,3680千克,11.62米,840千米每小时,T-2“橡树” 教练机,{'$oid': '5cc930e1831b973d657f1151'},1958年1月31日,NULL,4.51米,1959年,36285千克,后掠翼,11.67米
亚音速,http://images.huanqiu.com/sarons/2013/08/9d32c02afbecdfcf08fafc84f4b4dc70.jpg,寇蒂斯公司,2人,"
AT-9 是寇蒂斯公司生产的专门用于训练驾驶员的过渡飞机，达到了高速度和高着陆性能的目的，并且结合了当时热门的双发动机（hot twins），不久后进入美国陆军航空部队现役。它的特点是全应力蒙皮、两台莱康明（Lycoming）R-680-9星形发动机和收放式起落架，1941年25型被订购进入生产，命名为AT-9。直到1944年-1945年，它才被带有双操纵系统的一线作战型飞机取代，后者更适用于全员整合训练。
",1207千米,两台莱康明R-680-9发动机,NULL,双发,飞行器,教练机,美国,NULL,2087千克,12.29米,317千米每小时,AT-9,{'$oid': '5cc930e1831b973d657f1152'},1941年,NULL,2.99米,1942年,2722千克,平直翼,9.65米
亚音速,http://images.huanqiu.com/sarons/2013/08/decd4249da732f6d928154190cfef1ff.jpg,卡尔弗公司,1人,"
PQ-14是卡尔弗公司继“军校生”无人驾驶飞机垄断了美国陆军航空部队射击靶机市场之后，为了适应有人驾驶战斗机性能的提升，急需更强大的机枪靶机这一需求设计出的一种特制靶机，该型飞机于1943年进入现役，命名为PQ-14。
",824千米,富兰克林（Franklin）O-300-11发动机,NULL,单发,飞行器,教练机,美国,NULL,680千克,9.14米,290千米每小时,PQ-14/TD2C-1,{'$oid': '5cc930e2831b973d657f1153'},1942年,NULL,2.41米,1942年,830千克,平直翼,5.94米
亚音速,http://images.huanqiu.com/sarons/2013/08/b1f67b7d6af0613399aea6b5abe4103c.jpg,美国瑞安（Ryan）航空公司,2人,"
PT系列飞机，是美国瑞安（Ryan）航空公司于1939至1945年先后为美国陆军航空部队生产的系列双座单发单翼教练机，绰号“补充兵”，第二次世界大战期间也曾在美国海军服役。
",566千米,金纳R-540-1发动机,NULL,单发,飞行器,教练机,美国,NULL,596千克,9.17米,211千米每小时,PT-16/20/21/22和NR-1“补充兵”,{'$oid': '5cc930e2831b973d657f1154'},1939年2月3日,NULL,2.08米,NULL,844千克,平直翼,6.83米
亚音速,http://images.huanqiu.com/sarons/2013/08/b89807df103ce203c7bd999f098f1e01.jpg,波音公司,21人,"
1971年5月，美国空军宣布选中波音737-253作为“无需定制”平台，来研发用以取代活塞式发动机的“康维尔（convair）”T-29的领航教练机。19架命名为T-432A的样机于1973年年中交付。它的特点是标准的双人机组驾驶舱，主座舱中配置了12个领航学员位，4个高级学员位和3个教官位。
",4818千米,两台普-惠JT-8D-9发动机,NULL,双发,飞行器,教练机,美国,NULL,27311千克,28.35米,1010千米每小时,T/CT-43和T-40“快船”,{'$oid': '5cc930e2831b973d657f1155'},1976年8月8日,NULL,11.28米,1976年,52391千克,后掠翼,30.48米
亚音速,http://images.huanqiu.com/sarons/2013/08/a304d32f438b998f076e19079f6c6e6f.jpg,捷克沃多霍迪航空,2人,NULL,1100千米,苏制Ivchenko AI-25TL双转子涡轮风扇发动机,NULL,单发,飞行器,教练机,捷克,NULL,3455千克,9.5米,630千米每小时,沃多霍迪L-39/L-139/L-59/L-159高级喷气教练机和轻型攻击机,{'$oid': '5cc930e2831b973d657f1156'},1968年11月4日,NULL,4.8米,1971年,4700千克,后掠翼,12.1米
亚音速,NULL,美国蒂姆飞机公司,2人,"
N2T“导师”，是上世纪40年代美国的蒂姆飞机公司为美国海军制造的一款单翼基础教练型飞机。该型飞机的不同寻常之处在于它是采用塑料粘结的胶合板制成的。
",644千米,大陆R-670-4发动机,NULL,单发,飞行器,教练机,美国,NULL,880千克,10.97米,232千米每小时,N2T“导师”,{'$oid': '5cc930e2831b973d657f1157'},1941午4月2日（S-160K）,NULL,3.25米,NULL,1236千克,平直翼,7.57米
亚音速,http://images.huanqiu.com/sarons/2013/08/9ff9e511fdeb573e05c059415e632e8d.jpg,美国海军飞机制造厂,2人,NULL,756千米,莱特R-760-2“旋风”发动机,NULL,单发,飞行器,教练机,美国,1961年,948千克,10.36米,203千米每小时,海军飞机制造厂N3N ,{'$oid': '5cc930e3831b973d657f1158'},1935年8月,NULL,3.3米,1936年,1266千克,双翼,7.77米
亚音速,http://images.huanqiu.com/sarons/2013/08/f0758ea6eadaab52c66d29d43e273458.jpg,仙童公司,2人,NULL,644千米,Ranger L-440-C发动机,NULL,单发,飞行器,教练机,美国,NULL,917千克,10.97米,196千米每小时,PT-19/23/26“康奈尔”,{'$oid': '5cc930e3831b973d657f1159'},1939年3月,NULL,2.32米,1940年,1241千克,平直翼,8.45米
亚音速,http://images.huanqiu.com/sarons/2013/08/f18117316b4cf04136742f2e8f255f43.jpg,NULL,2人,NULL,1420千米,莱特R-975-7发动机,北美公司,单发,飞行器,教练机,美国,1941年,1500千克,12.8米,274千米每小时,BT-9/14和NJ-1,{'$oid': '5cc930e3831b973d657f115a'},1935年4月,NULL,4.13米,NULL,2030千克,后掠翼,8.39米
亚音速,http://images.huanqiu.com/sarons/2013/08/078fb6c1eeae8c48777964705d155afe.jpg,塞斯纳公司,2人,NULL,1628千米,两台通用电气1185-GF-17A发动机,NULL,单发,飞行器,教练机,美国,NULL,2817千克,10.93米,816千米每小时,T-37“鸣叫”和A/QA-37“龙蝇” ,{'$oid': '5cc930e3831b973d657f115b'},1954年10月12口（T-37A）,NULL,2.71米,1957年,6350千克,平直翼,8.92米
亚音速,http://images.huanqiu.com/sarons/2013/08/31341dd8b418a98fc768fe2b6c9bcc0d.jpg,美国斯巴达人飞机制造公司,2人,NULL,720千米,莱康明R-680-8发动机,NULL,单发,飞行器,教练机,美国,NULL,1007千克,10.33米,173千米每小时,NP,{'$oid': '5cc930e3831b973d657f115c'},1940年初,NULL,3.13米,NULL,1310千克,双翼,7.4米
